,Port,Navire,Type Navire,Jauge Brute,Tirant Eau Entree Avant,Tirant Eau Entree Arriere,Tirant Eau Sortie Avant,Tirant Eau Sortie Arriere,Nbr Remorque Accostage,Nbr Remorque Appareillage,Nbr Remorque Changement,Nbr Remorque Assistance,Provenances,Destinations,Armateur Disposant,Armateur Proprietaire,Date Entrée au Port,Heure Entrée au Port,Date Entree Mouillage,Heure Entree Mouillage,Date Sortie Mouillage,Heure Sortie Mouillage,Date Accostage,Heure Accostage,Date App Quai,Heure App Quai,Poste Accostage,Date Appareillage Port,Heure Appareillage Port,Longueur,Tirant Eau,Sejour Rade (Jours),Sejour Mouillage (Jours),Sejour Quai (Jours),Sejour Port (Jours),Marchandise DAP Import,Tonnage DAP Import,Marchandise DAP Export,Tonnage DAP Export
1101,CASABLANCA,GREEN BAY,PORTE CONTENEUR,29796,8.5,9.2,9.0,9.3,1,1,0,0,"ABIDJAN , GEMLIK , ISTANBUL",DAKAR,CHEROKEE TIMES LTD,CHEROKEE TIMES LTD,01/08/2025,22:06,01/08/2025,22:07,05/08/2025,19:51,05/08/2025,21:10,06/08/2025,21:30,74,06/08/25,22:32,185.9,11.02,"0,00","3,91","1,01","5,02",CONTENEURS,3000.0,CONTENEURS,2800.0
1102,CASABLANCA,CASABLANCA A,PORTE CONTENEUR,15995,8.0,8.2,7.5,7.8,2,2,0,0,ALGECIRAS,ALGECIRAS,ARKAS EMES,MAROC FEEDERING,01/08/2025,17:19,01/08/2025,17:20,05/08/2025,09:06,05/08/2025,10:20,06/08/2025,14:15,80,06/08/25,15:16,170.15,9.5,"0,00","3,66","1,16","4,91",CONTENEURS,2400.0,CONTENEURS,2000.0
1103,CASABLANCA,HANSA ROTENBURG,PORTE CONTENEUR,18326,9.5,9.5,9.5,9.5,1,1,0,0,"VALENCIA , BARCELONA",VALENCIA,GLOBAL FEEDER SHIPPING,SCHIFFAHRTS-GESELLSCHAFT HANSA ROT,01/08/2025,18:52,01/08/2025,18:53,04/08/2025,01:23,04/08/2025,02:50,05/08/2025,21:40,71,05/08/25,22:05,175.46,9.5,"0,00","2,27","1,78","4,13",CONTENEURS,15115.0,CONTENEURS,5487.0
1104,CASABLANCA,EM HYDRA,PORTE CONTENEUR,18334,9.4,10.4,8.0,9.0,2,1,0,0,"LE HAVRE , TANGER MED , ANTWERPEN , ROTTERDAM , TILBURY , VIGO , HAMBURG",ROTTERDAM,CMA-CGM,HYDRA SHIPS OWNER LTD,31/07/2025,19:53,31/07/2025,19:54,03/08/2025,01:02,03/08/2025,02:10,05/08/2025,06:50,54,05/08/25,07:35,175.54,10.9,"0,00","2,21","2,19","4,49",CONTENEURS,8616.0,CONTENEURS,3718.0
1105,CASABLANCA,SERENGETI PARK,TANKER,12221,8.1,8.3,4.5,5.0,1,1,0,0,SAN LORENZO,A ORDRE,ZODIAC MARITIME LTD,ZODIAC MARITIME LTD,28/07/2025,08:25,,,,,28/07/2025,09:50,05/08/2025,13:15,30,05/08/25,14:17,146.5,9.71,"0,00","0,00","8,14","8,24",HUILES VEGETALES,10500.0,,0.0
1106,CASABLANCA,MSC SUEZ,PORTE CONTENEUR,37071,10.5,10.5,10.3,10.3,3,2,0,0,"LE HAVRE , ANTWERPEN , SINES , LONDON GATEWAY PORT , ROTTERDAM",LAS PALMAS DE GRAN CANARIA,MSC GENEVE,TARANTO SHIPPING LTD,31/07/2025,20:05,31/07/2025,20:06,03/08/2025,20:41,03/08/2025,21:30,05/08/2025,20:05,74,05/08/25,20:43,237.0,10.5,"0,00","3,02","1,94","5,03",CONTENEURS,10400.0,CONTENEURS,9400.0
1107,CASABLANCA,REK R,VRAQUIER,10490,7.1,7.7,3.5,5.2,2,2,0,0,NOVOROSSIYSK,A ORDRE,REK NAV MANAGEMENT CO LTD,REK NAV MARITIME LTD,25/07/2025,04:21,25/07/2025 | 02/08/2025,04:22 | 06:49,28/07/2025 | 05/08/2025,05:25 | 13:04,28/07/2025,07:15,02/08/2025,05:55,35,05/08/25,13:05,143.5,8.82,"0,00","6,30","4,94","11,36",PULPE DE BETRAVE,4000.0,,0.0
1108,CASABLANCA,KOCIEWIE,CONVENTIONEL,24109,9.75,9.75,8.1,8.1,2,2,0,0,SANTOS,A ORDRE,POLSTEAM SHIPPING COMPANY LTD,POLSTEAM SHIPPING COMPANY LTD,29/07/2025,21:23,29/07/2025,21:24,02/08/2025,05:38,02/08/2025,06:50,05/08/2025,15:20,35,05/08/25,16:20,189.98,10.58,"0,00","3,34","3,35","6,79",SUCRE BRUT,33400.0,,0.0
1109,CASABLANCA,CMA CGM NADOR,PORTE CONTENEUR,10585,7.4,8.3,7.0,8.0,2,2,0,0,TANGER MED,TANGER MED,CMA-CGM,COMANAV,30/07/2025,21:40,30/07/2025,21:41,03/08/2025,15:52,03/08/2025,17:00,05/08/2025,04:30,51,05/08/25,05:20,151.74,7.99,"0,00","3,76","1,48","5,32",CONTENEURS,3990.0,CONTENEURS,3236.0
1110,CASABLANCA,WEC BOUMEESTER,PORTE CONTENEUR,5941,6.0,6.2,6.0,6.2,0,0,0,0,"FREDERICIA , LIVERPOOL , ANTWERPEN , SETÚBAL , MOERDIJK",A ORDRE,HOLLAND MAAS SCHEEPVAARTBEHEER V,HOLLAND MAAS SCHEEPVAARTBEHEER V,01/08/2025,07:21,01/08/2025 | 01/08/2025,07:22 | 08:26,01/08/2025 | 03/08/2025,07:30 | 17:43,03/08/2025,18:25,05/08/2025,09:00,80,05/08/25,09:48,132.23,7.5,"0,00","2,39","1,61","4,10",CONTENEURS,2400.0,CONTENEURS,1700.0
1111,CASABLANCA,ATLANTIC ISLAND,VRAQUIER,21441,3.1,6.0,9.87,10.37,2,2,0,0,ORAN,SELAATA,ATLANTIC DRYSHIP,ATLANTIC DRYSHIP,31/07/2025,02:29,31/07/2025,02:30,03/08/2025,15:27,03/08/2025,17:45,05/08/2025,06:05,66,05/08/25,07:15,179.9,10.12,"0,00","3,54","1,51","5,20",,0.0,PHOSPHATE VRAC,32700.0
1112,CASABLANCA,KELLY C,CONVENTIONEL,4151,5.1,6.1,5.1,6.1,0,0,0,0,HULL,A ORDRE,VERTOM SHIPPING & TRADING B.V,VERTOM SHIPPING & TRADING B.V,02/08/2025,06:46,,,,,02/08/2025,08:25,05/08/2025,18:00,R2,05/08/25,18:59,106.07,6.63,"0,00","0,00","3,40","3,51",PNEUS DECHIQUETES,4850.65,,0.0
1113,CASABLANCA,EAS,REMORQUEUR,1191,4.9,5.2,4.9,5.2,0,0,0,0,CASABLANCA,A ORDRE,SEA WHALE SHIPPING LTD,SEA WHALE SHIPPING LTD,04/08/2025,16:09,04/08/2025,23:50,05/08/2025,14:35,04/08/2025 | 05/08/2025,18:45 | 16:05,04/08/2025 | 05/08/2025,22:00 | 21:35,"T2 ,12",05/08/25,23:29,61.75,5.44,"0,00","0,61","0,36","1,31",COLIS,1.0,,0.0
1114,CASABLANCA,PRINCESS ALAA,CONVENTIONEL,4766,2.8,5.2,4.0,4.0,1,1,0,0,ISKENDERUN,A ORDRE,FGM CHARTERING LIMITED,FGM CHARTERING LIMITED,30/07/2025,06:52,30/07/2025,06:53,01/08/2025,19:11,01/08/2025,20:25,04/08/2025,14:35,10,04/08/25,15:43,99.9,5.99,"0,00","2,51","2,76","5,37",TUBE EN ACIER,1583.88,,0.0
1115,CASABLANCA,AMALIA,VRAQUIER,22223,9.75,9.75,5.0,5.0,2,2,0,0,SANTAREM,A ORDRE,FALCON NAVIGATION LTD,OLDENDORFF USA,31/07/2025,04:37,31/07/2025,04:38,31/07/2025,17:22,31/07/2025,19:05,04/08/2025,05:05,20,04/08/25,06:01,179.91,10.13,"0,00","0,53","3,42","4,06",MAIS,32062.79,,0.0
1116,CASABLANCA,DIANE A,PORTE CONTENEUR,17687,8.2,8.6,8.2,8.8,2,2,0,0,NOUAKCHOTT,ALGECIRAS,ARKAS SHIPPING AND TRANSPORT,CYGNUS SHIPPING LIMITED,31/07/2025,08:48,31/07/2025,08:49,01/08/2025,06:45,01/08/2025,07:55,04/08/2025,01:45,"71 ,71",04/08/25,02:38,184.0,10.0,"0,00","0,91","2,74","3,74",CONTENEURS,3000.0,CONTENEURS,2800.0
1117,CASABLANCA,ANAKIN,CONVENTIONEL,2616,4.8,5.6,4.5,5.5,2,2,0,0,TARRAGONA,A ORDRE,OLAF MARITIME LTD,OLAF MARITIME LTD,03/08/2025,20:04,,,,,03/08/2025,21:45,04/08/2025,17:50,T2,04/08/25,19:05,92.0,5.13,"0,00","0,00","0,84","0,96",BOVINS,654.04,,0.0
1118,CASABLANCA,MPP CLEO,CONVENTIONEL,3642,3.9,5.0,3.8,4.8,0,1,0,0,"LA SPEZIA , GIBRALTAR",ABIDJAN,VERTOM ODETTE B.V.,VERTOM ODETTE B.V.,03/08/2025,20:50,03/08/2025,20:51,04/08/2025,10:42,04/08/2025,12:15,04/08/2025,17:25,R4,04/08/25,18:30,100.71,5.63,"0,00","0,58","0,21","0,90",MATERIELS DIVERS,3.0,,0.0
1119,CASABLANCA,CMA CGM ISKENDERUN,PORTE CONTENEUR,38332,11.9,11.9,9.0,9.0,2,2,0,0,"MALTA FREEPORT DISTRIPARK , ALIAGA , GEBZE , AMBARLI , VALENCIA , CONSTANTA , BARCELONA , IZMIR",TANGER MED,CMA-CGM,CMA CGM S.A,29/07/2025,04:56,,,,,29/07/2025,07:10,03/08/2025,00:40,54,03/08/25,01:45,247.0,12.32,"0,00","0,00","4,73","4,87",CONTENEURS,13014.0,CONTENEURS,13575.0
1120,CASABLANCA,CONTSHIP PEP II,PORTE CONTENEUR,21842,10.75,10.75,10.4,10.95,2,2,0,0,VALENCIA,ALGECIRAS,SEA BRILLIANCE INC,SEA BRILLIANCE INC,30/07/2025,15:54,30/07/2025,15:55,01/08/2025,07:55,01/08/2025,10:30,03/08/2025,16:00,51,03/08/25,16:58,189.5,11.36,"0,00","1,67","2,23","4,05",CONTENEURS,16000.0,CONTENEURS,8000.0
1121,CASABLANCA,NORDTIGRIS,VRAQUIER,23974,4.5,5.5,10.5,11.0,2,2,0,0,ANTWERPEN,GWANGYANG,"MS""NORDTIGRIS""SCHIFFAHRTSGESELLESCH","MS""NORDTIGRIS""SCHIFFAHRTSGESELLESCH",31/07/2025,11:06,31/07/2025,11:07,01/08/2025,21:45,01/08/2025,23:20,03/08/2025,15:30,65,03/08/25,16:36,189.97,10.51,"0,00","1,44","1,67","3,23",,0.0,PHOSPHATE VRAC,40000.0
1122,CASABLANCA,PANDA 004,PORTE CONTENEUR,18292,10.0,10.5,9.2,9.8,1,1,0,0,ALGECIRAS,ALGECIRAS,ED JL 0297 GMBH & CO. KG,ED JL0295 GMBH&CO.KG,30/07/2025,21:26,30/07/2025,21:27,01/08/2025,07:25,01/08/2025,08:45,03/08/2025,17:45,80,03/08/25,18:35,169.95,9.6,"0,00","1,41","2,38","3,88",CONTENEURS,800.0,CONTENEURS,600.0
1123,CASABLANCA,EEMS SEA,CONVENTIONEL,2153,4.0,4.6,2.8,3.2,0,0,0,0,ARLES,A ORDRE,AMASUS SHIPPING B.V,AMASUS SHIPPING B.V,02/08/2025,14:21,,,,,02/08/2025,17:05,03/08/2025,14:20,R4,03/08/25,15:18,99.23,4.56,"0,00","0,00","0,89","1,04",BOIS EN FARDEAUX PREELING,2190.0,,0.0
1124,CASABLANCA,HILDE A,PORTE CONTENEUR,17665,8.4,8.9,8.2,8.7,1,1,0,0,"LA SPEZIA , EL ISKANDARIYA (= ALEXANDRIA)",VALENCIA,ARKAS SHIPPING AND TRANSPORT,MIRZAM SHIPPING COMPANY LIMITED,31/07/2025,15:27,31/07/2025,15:28,02/08/2025,00:10,02/08/2025,01:10,03/08/2025,20:30,74,03/08/25,21:08,184.0,8.4,"0,00","1,36","1,81","3,24",CONTENEURS,3600.0,CONTENEURS,2800.0
1125,CASABLANCA,MARCUS,CONVENTIONEL,2461,4.7,5.5,2.8,3.2,0,0,0,0,ANTWERPEN,A ORDRE,ISLAND ESCAPE SA,BOECKMANS SHIPPING NV,31/07/2025,20:03,,,,,31/07/2025,21:15,03/08/2025,08:40,32,03/08/25,09:35,87.9,5.59,"0,00","0,00","2,48","2,56",FARDEAUX FER,1672.0,,0.0
1126,CASABLANCA,EAS,REMORQUEUR,1191,5.0,6.0,0.0,0.0,0,0,0,0,VLISSINGEN,A ORDRE,SEA WHALE SHIPPING LTD,SEA WHALE SHIPPING LTD,17/07/2025,10:26,,,,,17/07/2025,14:20,02/08/2025,15:15,"T5 ,T2 ,13",02/08/25,18:48,61.75,5.44,"0,00","0,00","16,04","16,35",,0.0,,0.0
1127,CASABLANCA,BUXENUS,ENGIN TRAVAUX MARITIMES,1972,2.97,2.97,0.0,0.0,3,3,0,0,"A ORDRE , VLISSINGEN",A ORDRE,AMERICAN BUREAU OF SHIPPING,AMERICAN BUREAU OF SHIPPING,17/07/2025,10:26,,,,,17/07/2025,14:20,02/08/2025,14:40,"T6 ,T2",02/08/25,18:48,43.0,2.97,"0,00","0,00","16,01","16,35",,0.0,,0.0
1128,CASABLANCA,GRANDE ANGOLA,ROULIER,47128,9.4,9.8,9.0,9.3,1,1,0,0,"MARSEILLE , LIVORNO , SALERNO , GENOVA , VALENCIA",DAKAR,GRIMALDI DEEP SEA S.P.A,GRIMALDI DEEP SEA S.P.A,30/07/2025,18:18,30/07/2025,18:19,31/07/2025,21:32,31/07/2025,23:10,02/08/2025,00:00,74,02/08/25,00:40,211.0,9.8,"0,00","1,13","1,03","2,27",CONTENEURS,1400.0,CONTENEURS,500.0
1129,CASABLANCA,UAFL RACER,PORTE CONTENEUR,18327,10.5,11.0,10.05,11.0,2,2,0,0,VALENCIA,VALENCIA,COSCO SHIPPING LINE,UAFL RACER GMBH & CO,31/07/2025,09:47,,,,,31/07/2025,11:20,02/08/2025,06:50,83,02/08/25,07:31,175.54,10.91,"0,00","0,00","1,81","1,91",CONTENEURS,16000.0,CONTENEURS,8000.0
1130,CASABLANCA,BALTIC ECLIPSE,CONVENTIONEL,2518,5.0,5.0,4.0,4.0,0,0,0,0,UDDEVALLA,A ORDRE,BALTIC SHIPPING,SCHIFFAHRTSGESELLSCHAFT HIDE B MBH,31/07/2025,10:16,31/07/2025,10:17,01/08/2025,08:41,01/08/2025,09:20,01/08/2025,23:45,13,02/08/25,00:17,89.73,5.48,"0,00","0,93","0,60","1,58",AMONITRATE,1500.0,,0.0
1131,CASABLANCA,AK DISCOVERY,CONVENTIONEL,5381,5.8,6.5,3.5,4.5,2,1,0,0,CONSTANTA,A ORDRE,AK DISCOVERY MARITIME LTD,AK DISCOVERY MARITIME LTD,19/07/2025,00:19,19/07/2025,00:20,25/07/2025,11:43,25/07/2025,13:00,01/08/2025,19:30,"12 ,11 ,10 ,10",01/08/25,20:10,107.57,5.7,"0,00","6,47","7,27","13,83",FERRAILLES EN VRAC,6200.0,,0.0
1132,CASABLANCA,WADOWICE II,VRAQUIER,24055,9.59,9.75,6.5,7.0,3,2,0,0,ROUEN,A ORDRE,POLSTEAM SHIPPING COMPANY LTD,PACIFIC BASIN HANDYSIZE,28/07/2025,12:42,28/07/2025,12:43,30/07/2025,05:12,30/07/2025,07:10,01/08/2025,22:05,60,01/08/25,23:06,189.99,10.6,"0,00","1,69","2,62","4,43",BLE TENDRE,30000.0,,0.0
1133,CASABLANCA,CERUS,PORTE CONTENEUR,28676,10.0,11.0,9.0,9.4,2,2,0,0,DUMYAT,A ORDRE,REEL SHIPPING,ARGUN SHIPPING INC,30/07/2025,07:42,30/07/2025,07:43,30/07/2025,07:54,30/07/2025,20:50,01/08/2025,06:30,71,01/08/25,07:15,226.54,11.53,"0,00","0,01","1,40","1,98",CONTENEURS,1800.0,CONTENEURS,1500.0
1134,CASABLANCA,LADY DEBORA,CONVENTIONEL,5381,2.2,3.8,6.0,7.2,0,0,0,0,TANGER MED,AVILES,HADAR MANAGEMENT LTD,HADAR MANAGEMENT LTD,29/07/2025,10:43,29/07/2025,11:06,31/07/2025,21:19,31/07/2025,22:00,01/08/2025,21:45,66,01/08/25,22:39,107.6,6.63,"0,00","2,43","0,99","3,50",,0.0,PHOSPHATE VRAC,7300.0
1135,CASABLANCA,VIOLA,PORTE CONTENEUR,6479,3.7,5.0,8.0,9.0,2,2,0,0,"LIBREVILLE , POINTE NOIRE , KRIBI",ALIAGA,CMA-CGM,SARGAMASSA SHIPPING CO.LTD,29/07/2025,14:20,29/07/2025,14:21,30/07/2025,20:11,30/07/2025,21:10,01/08/2025,08:30,51,01/08/25,09:28,123.12,7.08,"0,00","1,24","1,47","2,80",,0.0,CONTENEURS,2700.0
1136,CASABLANCA,NYSTED MAERSK,PORTE CONTENEUR,27733,10.9,10.9,10.8,11.1,2,2,0,0,"VALENCIA , BARCELONA",ALGECIRAS,MAERSK SHIPPING HONG KONG LIMITED,MAERSK SHIPPING HONG KONG LIMITED,30/07/2025,07:31,30/07/2025,07:32,30/07/2025,07:49,30/07/2025,14:45,01/08/2025,06:55,80,01/08/25,07:45,199.0,0.0,"0,00","0,01","1,67","2,01",CONTENEURS,4200.0,CONTENEURS,200.0
1137,CASABLANCA,ERK IZMIR,ROULIER,9233,5.0,5.0,4.5,4.8,0,0,0,0,TOULON,TANGER MED,MEDITERRA INDIAN CO,MEDITERRA INDIAN CO,01/08/2025,04:51,,,,,01/08/2025,06:15,01/08/2025,13:00,A2,01/08/25,13:50,99.95,5.8,"0,00","0,00","0,28","0,38",VEHICULES,400.0,,0.0
1138,CASABLANCA,BIEN,VRAQUIER,398,2.5,3.3,1.9,2.9,0,0,0,0,PLOCE,A ORDRE,VARAN SHIPPING CO  ISTANBUL,,31/07/2025,00:05,31/07/2025,00:06,31/07/2025,10:53,31/07/2025,11:25,31/07/2025,17:20,72,31/07/25,18:12,53.51,4.5,"0,00","0,45","0,25","0,76",MATERIELS DIVERS,122.482,,0.0
1139,CASABLANCA,LAOURA,VRAQUIER,25611,4.1,6.9,10.5,10.5,2,2,0,0,ORAN,KLAIPEDA,GREEN DOLPHIN V NAVIGATION LTD,GREEN DOLPHIN V NAVIGATION LTD,26/07/2025,23:36,26/07/2025,23:37,30/07/2025,07:42,30/07/2025,08:55,31/07/2025,19:30,66,31/07/25,20:35,179.95,10.5,"0,00","3,34","1,44","4,88",,0.0,PHOSPHATE VRAC,35000.0
1140,CASABLANCA,SPIRIT,PORTE CONTENEUR,7713,6.8,7.0,7.3,7.3,0,0,0,0,"CASTELLON DE LA PLANA , ALICANTE , HUELVA , BARCELONA",HUELVA,ALISIOS SHIPPING LINES,SPIRIT SHIPPING INC,30/07/2025,14:03,30/07/2025,14:04,30/07/2025,19:04,30/07/2025,20:10,31/07/2025,21:35,74,31/07/25,22:08,141.65,7.3,"0,00","0,21","1,06","1,34",CONTENEURS,5545.0,CONTENEURS,3254.0
1141,CASABLANCA,METIS LEADER,ROULIER,59550,7.9,8.0,6.8,7.0,1,0,0,0,YARIMCA,A ORDRE,CYPRESS MARITIME (PANAMA) S.A. / KO,CYPRESS MARITIME (PANAMA) S.A. / KO,30/07/2025,12:32,30/07/2025,12:33,30/07/2025,12:45,30/07/2025,22:45,31/07/2025,02:45,44,31/07/25,03:33,199.97,10.02,"0,00","0,01","0,17","0,63",ENGINS,311937.0,,0.0
1142,CASABLANCA,GRANDE TOGO,ROULIER,47232,9.6,9.6,9.6,9.6,1,1,0,0,"LAGOS , DAKAR",SALERNO,GRIMALDI GROUPE NAPOLI,GRIMALDI DEEP SEA S.P.A.,31/07/2025,01:02,31/07/2025,01:03,31/07/2025,01:46,31/07/2025,04:05,31/07/2025,20:30,44,31/07/25,21:15,211.0,9.2,"0,00","0,03","0,68","0,84",VEHICULES,1200.0,VEHICULES,500.0
1143,CASABLANCA,EDGAR OLDENDORFF,VRAQUIER,25431,10.0,10.0,5.3,6.85,2,2,0,0,"NEWPORT NEWS , NORFOLK",A ORDRE,OLDENDORFF CARRIERS GMBH & CO.KG,OLDENDORFF CARRIERS  GMBH & CO. KG,17/07/2025,08:02,17/07/2025,08:03,22/07/2025,23:21,23/07/2025,00:55,30/07/2025,12:20,62,30/07/25,13:29,179.99,10.51,"0,00","5,64","7,48","13,23",CHARBON,34491.26,,0.0
1144,CASABLANCA,VENTO DI BORA,PORTE CONTENEUR,18498,7.0,7.5,7.0,7.5,1,1,0,0,"LA SPEZIA , BEIRUT , EL ISKANDARIYA (= ALEXANDRIA) , MERSIN , SALERNO , GENOVA , BARCELONA",LEIXOES,TARROS LINES,CAPE BEN SHIPPING LIMITED,29/07/2025,06:41,,,,,29/07/2025,08:40,30/07/2025,19:50,51,30/07/25,20:33,172.0,10.0,"0,00","0,00","1,47","1,58",CONTENEURS,7500.0,CONTENEURS,2500.0
1145,CASABLANCA,SEA ARIES,CONVENTIONEL,2614,4.46,3.0,4.0,4.0,0,0,0,0,PIOMBINO,A ORDRE,CONTI-CARWIL LTD.,SEA RIVER SHIPPING FRANCO BELGIQUE,23/07/2025,03:26,23/07/2025,03:27,27/07/2025,20:36,27/07/2025,22:15,30/07/2025,13:25,10,30/07/25,14:30,89.73,4.46,"0,00","4,71","2,63","7,46",RAILS,3225.329,,0.0
1146,CASABLANCA,ARKLOW GRACE,VRAQUIER,2999,2.8,4.1,6.04,6.47,0,0,0,0,LIVERPOOL,GLOMFJORD,ARKO SHIPPING,ARKLOW SHIPPING NEDRLAND B.V,23/07/2025,16:39,23/07/2025,16:40,29/07/2025,08:00,29/07/2025,08:44,30/07/2025,07:30,66,30/07/25,08:33,87.4,6.26,"0,00","5,64","0,95","6,66",,0.0,PHOSPHATE VRAC,4800.0
1147,CASABLANCA,MSC VERA F,PORTE CONTENEUR,9528,10.5,10.0,10.3,10.3,1,1,0,0,"LE HAVRE , ANTWERPEN , KØBENHAVN",LE HAVRE,MSC GENEVE,MSC GENEVE,29/07/2025,11:52,,,,,29/07/2025,13:35,30/07/2025,23:15,83,30/07/25,23:53,146.45,8.31,"0,00","0,00","1,40","1,50",CONTENEURS,3087.0,CONTENEURS,5085.0
1148,CASABLANCA,MSM DON,VRAQUIER,4220,5.97,5.97,5.97,5.97,0,0,0,0,"ALGECIRAS , TOULON",MARSEILLE,MASTERMIND SHIPMANAGEMENT LTD,MASTERMIND SHIPMANAGEMENT LTD,30/07/2025,05:05,30/07/2025,05:06,30/07/2025,14:20,30/07/2025,15:00,30/07/2025,19:05,74,30/07/25,20:14,105.04,5.97,"0,00","0,38","0,17","0,63",CONTENEURS,53.048,,0.0
1149,CASABLANCA,CAPE GULL,VRAQUIER,21699,9.75,9.75,4.15,6.05,2,2,0,0,LA PALLICE,A ORDRE,KK88K INC LIBERIA,KK88K INC LIBERIA,23/07/2025,16:24,23/07/2025,16:25,26/07/2025,23:47,27/07/2025,01:50,30/07/2025,05:05,20,30/07/25,06:12,176.5,10.72,"0,00","3,31","3,14","6,58",BLE TENDRE,30065.055,,0.0
1150,CASABLANCA,K-OCEAN,PORTE CONTENEUR,6362,6.9,7.0,6.9,7.0,0,0,0,0,"ALGECIRAS , TANGER MED , VALENCIA , BARCELONA",ALGECIRAS,"MS ""K-OCEAN"" MARITIME GMBH & CO KG","MS ""K-OCEAN"" MARITIME GMBH & CO KG",29/07/2025,11:34,,,,,29/07/2025,12:45,30/07/2025,19:20,71,30/07/25,20:02,121.76,6.69,"0,00","0,00","1,27","1,35",CONTENEURS,4198.0,CONTENEURS,2500.0
1151,CASABLANCA,X-PRESS SOUSSE,PORTE CONTENEUR,9981,8.0,8.5,8.0,8.2,0,0,0,0,TANGER MED,TANGER MED,X.PRESS CONTAINERS LINES,X.PRESS CONTAINERS LINES,29/07/2025,04:46,,,,,29/07/2025,06:25,30/07/2025,13:00,80,30/07/25,13:51,134.44,7.5,"0,00","0,00","1,27","1,38",CONTENEURS,8548.0,CONTENEURS,6500.0
1152,CASABLANCA,NEPTUNE KOPER,ROULIER,44408,8.0,8.0,7.8,8.0,1,1,0,0,"SETÚBAL , BARCELONA , VIGO",TANGER MED,NEPTUNE LINES,PASIPHAE MARITIME LTD,30/07/2025,04:37,,,,,30/07/2025,06:20,30/07/2025,21:05,44,30/07/25,22:00,196.4,8.41,"0,00","0,00","0,61","0,72",VEHICULES,1100.0,,0.0
1153,CASABLANCA,LADY AYAN,CONVENTIONEL,2999,5.3,5.65,3.8,4.1,2,1,0,0,TEKIRDAG,A ORDRE,GN GROUP CORPORATION,GN GROUP CORPORATIONS ISTANBUL,29/07/2025,03:46,,,,,29/07/2025,05:55,30/07/2025,22:30,13,30/07/25,23:29,94.99,6.42,"0,00","0,00","1,69","1,82",PANNEAUX DE FIBRE,3192.0,,0.0
1154,CASABLANCA,TANGER A,PORTE CONTENEUR,15995,7.0,7.5,7.2,7.6,1,1,0,0,TANGER MED,TANGER MED,MAROC FEEDERING S.A,MAROC FEEDERING S.A,29/07/2025,03:26,,,,,29/07/2025,04:30,30/07/2025,14:10,74,30/07/25,14:55,170.05,9.5,"0,00","0,00","1,40","1,48",CONTENEURS,3000.0,CONTENEURS,2400.0
1155,CASABLANCA,FAST,VRAQUIER,32795,4.59,6.95,12.5,12.5,2,2,0,0,CASABLANCA,PARADIP PORT,CROSS SHIPMANAGEMENT CO,CROSS SHIPMANAGEMENT CO,22/07/2025,14:02,22/07/2025,14:03,24/07/2025,23:30,25/07/2025,00:55,29/07/2025,07:10,66,29/07/25,08:15,187.88,12.87,"0,00","2,39","4,26","6,76",,0.0,PHOSPHATE VRAC,55000.0
1156,CASABLANCA,TAIPAN,ROULIER,57692,7.39,8.01,7.34,7.76,1,1,0,0,"ULSAN , PYEONGTAEK",A ORDRE,EUKOR CAR CARRIERS INC.,TAIPAN MARITIME LIMITED.,28/07/2025,13:41,,,,,28/07/2025,16:30,28/07/2025,23:45,44,29/07/25,00:45,199.98,8.5,"0,00","0,00","0,30","0,46",VEHICULES,395.0,,0.0
1157,CASABLANCA,DIONYSOS LEADER,ROULIER,62993,9.2,9.2,8.1,8.1,2,1,0,0,"TAIPEI , NAGOYA, AICHI , LAEM CHABANG , MUMBAI (EX BOMBAY)",A ORDRE,NYK LINE,NYK LINE,29/07/2025,04:26,,,,,29/07/2025,06:05,29/07/2025,12:30,44,29/07/25,13:35,199.94,8.7,"0,00","0,00","0,27","0,38",VEHICULES,948.54,,0.0
1158,CASABLANCA,MARIE,VRAQUIER,2061,4.4,4.75,2.8,3.2,0,0,0,0,SETÚBAL,A ORDRE,ISLAND ESCAPE SA,BOECKMANS NV,26/07/2025,11:09,26/07/2025,22:43,29/07/2025,18:13,26/07/2025,13:00,26/07/2025,22:10,33,29/07/25,18:14,88.47,4.96,"0,00","2,81","0,38","3,30",ROULEAUX FIL MACHINES,1326.0,,0.0
1159,CASABLANCA,CASABLANCA A,PORTE CONTENEUR,15995,7.2,7.5,7.6,7.8,2,1,0,0,"ALGECIRAS , TANGER MED",ALGECIRAS,ARKAS EMES,MAROC FEEDERING,27/07/2025,18:17,,,,,27/07/2025,19:45,29/07/2025,06:35,83,29/07/25,07:30,170.15,9.5,"0,00","0,00","1,45","1,55",CONTENEURS,3200.0,CONTENEURS,2500.0
1160,CASABLANCA,VOORNEBORG,CONVENTIONEL,6130,6.8,7.2,6.0,6.5,0,0,0,0,BOLLSTABRUK,A ORDRE,WAGENBORG SHIPPING LTD,WAGENBORG SHIPPING B.V,28/07/2025,19:11,,,,,28/07/2025,20:35,29/07/2025,06:15,32,29/07/25,07:05,132.23,7.5,"0,00","0,00","0,40","0,50",BOIS EN FARDEAUX PREELING,1183.0,,0.0
